
19
4, 19, 23.62, 28.00, 49.13, 12.56, 8.56, 21.40, 28.00, 0, 10.88, 11.25, 13.19, 13.19, 13.38, 12.54, 27.00, 0, 1 
4, 19, 23.62, 28.06, 48.94, 12.50, 8.63, 21.40, 28.00, 80, 85.00, 85.00, 85.00, 85.00, 85.00, 85.00, 27.00, 80, 2 
4, 19, 23.62, 28.00, 48.88, 12.50, 8.63, 21.37, 28.00, 80, 10.81, 11.25, 13.13, 13.19, 13.31, 12.52, 27.00, 0, 3 
4, 19, 23.62, 28.00, 48.94, 12.56, 8.63, 21.40, 28.00, 80, 10.81, 11.25, 13.13, 13.19, 13.31, 12.52, 27.00, 80, 4 
4, 19, 23.62, 28.00, 49.06, 12.56, 8.63, 21.40, 28.00, 80, 10.81, 11.25, 13.13, 13.19, 13.31, 12.52, 27.00, 80, 5 
,1,36,92,.3 14, 80,8, 85.00, 85.00, 85.00, 85.00, 85.00, 85.00, 27.00, 80, 6 
4, 19, 23.62, 28.00, 49.44, 12.56, 8.63, 21.40, 28.00, 80, 10.81, 11.25, 13.13, 13.13, 13.25, 12.50, 27.00, 0, 7 
4, 19, 23.69, 28.00, 49.63, 12.56, 8.63, 21.42, 28.00, 80, 85.00, 85.00, 85.00, 85.00, 85.00, 85.00, 27.00, 80, 8 
4, 19, 23.69, 28.00, 49.88, 12.63, 8.63, 21.44, 28.00, 80, 85.00, 11.31, 85.00, 85.00, 85.00, 85.00, 27.00, 0, 9 
4, 19, 23.69, 28.00, 50.06, 12.63, 8.63, 21.44, 28.00, 80, 10.81, 11.31, 13.06, 13.13, 13.25, 12.50, 27.00, 0, 10 
4, 19, 23.69, 28.00, 49.94, 12.63, 8.63, 21.44, 28.00, 80, 10.75, 11.31, 13.13, 13.13, 13.19, 12.52, 27.00, 80, 11 
4, 19, 23.75, 28.00, 49.63, 12.63, 8.63, 21.46, 28.00, 80, 10.75, 11.31, 13.13, 13.13, 13.25, 12.52, 27.00, 80, 12 
4, 19, 23.75, 28.06, 49.19, 12.69, 8.63, 21.50, 28.00, 80, 10.75, 11.31, 13.13, 13.13, 13.19, 12.52, 27.00, 80, 13 
4, 19, 23.75, 28.06, 49.06, 12.69, 8.69, 21.50, 28.00, 80, 85.00, 85.00, 85.00, 85.00, 85.00, 85.00, 27.00, 80, 14 
4, 19, 23.75, 28.06, 49.06, 12.69, 8.69, 21.50, 28.00, 80, 85.00, 11.38, 85.00, 85.00, 85.00, 85.00, 27.00, 0, 15 
4, 19, 23.69, 28.06, 49.19, 12.69, 8.69, 21.48, 28.00, 80, 10.75, 11.38, 13.13, 13.13, 13.19, 12.54, 27.00, 0, 16 
4, 19, 23.69, 28.06, 49.31, 12.69, 8.69, 21.48, 28.00, 80, 10.75, 11.38, 13.13, 13.13, 13.19, 12.54, 27.00, 80, 17 
4, 19, 23.69, 28.06, 49.50, 12.75, 8.69, 21.50, 28.00, 80, 10.75, 11.38, 13.19, 13.13, 13.19, 12.56, 27.00, 80, 18 
4, 19, 23.69, 28.06, 49.69, 12.75, 8.69, 21.50, 28.00, 80, 10.75, 11.44, 13.19, 13.13, 13.19, 12.58, 27.00, 80, 19 
4, 19, 23.69, 28.06, 49.94, 12.75, 8.69, 21.50, 28.00, 80, 10.75, 11.44, 13.19, 13.13, 13.19, 12.58, 27.00, 80, 20 
4, 19, 23.69, 28.06, 50.06, 12.75, 8.69, 21.50, 28.00, 80, 10.75, 11.44, 13.19, 13.13, 13.13, 12.56, 27.00, 80, 21 
4, 19, 23.69, 28.12, 49.94, 12.75, 8.69, 21.52, 28.00, 80, 10.75, 11.50, 13.25, 13.13, 13.13, 12.58, 27.00, 80, 22 
